"ResponseId","part.group","EndDate","Duration..in.seconds.","bnt1","bnt2","bnt3","bnt4","time.bnt_Page.Submit","mct.w","mct.w.pro_1","mct.w.pro_2","mct.w.pro_3","mct.w.pro_4","mct.w.pro_5","mct.w.pro_6","mct.w.con_1","mct.w.con_2","mct.w.con_3","mct.w.con_4","mct.w.con_5","mct.w.con_6","mct.d","mct.d.pro_1","mct.d.pro_2","mct.d.pro_3","mct.d.pro_4","mct.d.pro_5","mct.d.pro_6","mct.d.con_1","mct.d.con_2","mct.d.con_3","mct.d.con_4","mct.d.con_5","mct.d.con_6","time.mct_Page.Submit","treat.check","time.sec2_Page.Submit","fq1_1","fq2_1","fq3_1","fq4_1","fq5_1","fq6_1","fq7_1","fq8_1","fq9_1","fq10_1","fq11_1","fq12_1","fq13_1","fq14_1","fq15_1","fq16_1","fq17_1","fq18_1","fq19_1","fq20_1","fq21_1","fq22_1","fq23_1","fq24_1","selfassessment","exp","exp.sp","team","time","source","intu.anal","method","time.refl_Page.Submit","sex","year","edu","emp","CompletionCode","Group"
"R_2flihEhwq2MAJVt","uni",2017-02-13,333713,25,20,23,10,168.6,-3,-4,-4,-4,-3,-4,-4,2,2,NA,4,4,NA,-1,-3,-2,-4,-3,-4,-4,NA,4,1,4,NA,4,"369.568","Yes",376.852,0.35,0.95,0.3,0.75,0.7,0.35,0.95,0.7,0.55,0.86,0.52,0.52,0.72,0.74,0.55,0.12,0.25,0.36,0.02,0.84,0.8,0.95,0.84,0.52,"Moderately good","Yes, I sometimes forecast events","Yes, more than two years","Individually","10-30 min","None","About evenly intuition and analysis","My predictions are based upon track record histories of parties involved in the questions, coupled with non-idealistic expectation of what is likely to happen within such small timeframes.","145.201","Male","1986","Bachelor's degree","    A student","1484395","Treatment"
"R_2i5r2vb3pi14wXn","other",2017-02-16,5949,30,NA,20,NA,958.188,-2,-4,2,-4,3,-4,3,3,3,-4,4,-4,-4,-1,1,4,-4,-4,-4,-4,-4,4,2,-4,-4,1,"449.356","Yes",3804.33,0.1,0.3,0.7,0.1,0.8,0.1,0.35,0.3,0.1,0.81,0.2,0.8,0.68,0.3,0.92,0.71,0.15,0.3,0.1,0.1,0.44,0.75,0.05,0.9,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","1 to 2 hours","News,Academic papers,Reports of non-government organizations,Online databases / statistics","Mostly analysis, some intuition","If possible identify baseline, then adjust slightly in intuitive direction. 
Discard any expert opinions. 
If there is no baseline calculate average lifetime ahead with Gott's principle.
Keep a healthy skepticism towards anything extreme and uncommon.","429.781","Male","1989","Master's degree","    A student","86830823","Treatment"
"R_2lD1HOJXqCQMRep","mturk",2017-02-06,848,33,20,23,20,138.767,-2,-2,-1,-2,0,1,1,2,1,1,2,3,-2,3,1,2,-1,-1,2,2,-2,-2,1,1,-2,-2,"291.029","Yes",219.472,0.3,0.09,0.45,0.72,0.31,0.15,0.56,0.81,0.59,0.67,0.29,0.55,0.17,0.89,0.8,0.14,0.66,0.28,0.16,0.17,0.45,0.68,0.26,0.57,"Slightly bad","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News","About evenly intuition and analysis","Much was just guesswork. Others like more terrorist attacks have some empirical data. Ultimately, no one can say with any certainty... Unless Trump himself knows he's going to put boots on the ground.","143.089","Male","1959","Bachelor's degree","    Employed for wages","12319325","Treatment"
"R_2OGXgVXukuitmCm","mturk",2017-02-07,852,30,25,20,50,98.885,-1,-4,3,-2,1,1,2,1,0,-1,3,0,-2,3,1,2,-1,4,4,-1,-1,1,-3,-3,-1,-4,"195.505","Yes",327.115,0.1,0.61,0.13,0.02,0.3,0.13,0.24,0.77,0.09,0.07,0.03,0.24,0.86,0.34,0.76,0.91,0.68,0.32,0.04,0.3,0.92,0.42,0.13,0.73,"Neither good nor bad","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News","Mostly analysis, some intuition","I listen to National Public Radio newsprogramming all day and get BBC reports, too, at night. I know of all the situations mentioned due to my own interests, and answered based on my own knowledge. Not an expert, but more informed on int'l affairs than 80% of our population","171.58","Female","1963","Bachelor's degree","    Employed for wages","69690780","Treatment"
"R_2PaMnVcZLjONK3D","mturk",2017-02-07,952,30,40,14,50,287.599,-1,-1,-1,0,-1,-1,-1,2,2,-1,4,0,1,0,2,2,-1,1,1,1,-2,-2,3,-3,-1,0,"113.349","Yes",480.317,0.75,0.62,0.45,0.42,0.61,0.58,0.56,0.47,0.57,0.41,0.47,0.56,0.46,0.75,0.67,0.58,0.6,0.57,0.45,0.55,0.48,0.73,0.62,0.58,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","Peers and friends,Social media","Only intuition","no i did not, i am not very knowledgable on most of these issues","34.491","Male","1987","Master's degree","    Employed for wages","79811214","Treatment"
"R_2qC0wmWIGIyxrnR","mturk",2017-02-07,2713,16,20,5,15,316.073,1,1,3,3,2,2,2,1,1,2,2,1,1,2,3,3,2,3,2,2,-2,-2,0,-2,2,2,"707.907","",852.097,0.39,0.09,0.1,0.36,0.08,0.15,0.05,0.73,0.16,0.61,0.12,0.61,0.69,0.29,0.26,0.13,0.8,0.69,0.08,0.71,0.14,0.71,0.18,0.2,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Only intuition","just guessing ","116.49","Male","1970","Some college/university but no degree","    Employed for wages","54946925","Control"
"R_2qgQIqSDJOCujbY","other",2017-02-07,822,30,25,29,10,271.175,1,-1,2,-1,1,-1,1,1,1,-1,1,-2,NA,1,2,2,1,NA,1,NA,-2,-2,NA,-1,-1,NA,"209.117","",218.597,0.4,0.75,0.25,0.65,0.6,0.1,0.75,0.65,0.35,0.65,0.3,0.75,0.7,0.4,0.7,0.35,0.2,0.2,0.2,0.3,0.75,0.75,0.75,0.65,"Moderately good","No, I never participated in any forecasting of events","Yes, but less than six months","With more than one other person","10-30 min","None","About evenly intuition and analysis","","65.107","Male","1984","Master's degree","    Self-employed","28451700","Control"
"R_2qlrZEnJdp7gU6t","other",2017-02-06,2299,30,40,20,50,1073.621,-1,-4,-1,-4,3,-1,4,-2,-1,-4,4,-2,-4,1,1,2,-2,-1,-3,-4,-4,2,3,-2,-1,-1,"576.621","",449.743,0.71,0.52,0.48,0.39,0.14,0.52,0.5,0.4,0.3,0.1,0.05,0.25,0.65,0,0,0.1,0.3,0.25,0.1,0.4,0.7,0.35,0,0,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, more than two years","Individually","Less than 10 min","None","Mostly intuition, some analysis","Just intuition mixed up with general understanding of the global political landscape...and some wishful thinking.","117.435","Female","1985","Bachelor's degree","    A student","55883974","Control"
"R_2qq4WZAlQFtfgBj","mturk",2017-02-06,847,30,25,20,50,204.934,-1,-2,2,-3,1,0,1,0,2,-4,3,-1,-4,0,1,0,-2,2,2,-1,-3,-2,0,-3,-3,2,"146.454","",286.966,0.7,0.39,0.19,0.19,0.09,0.51,0.39,0.81,0.08,0.4,0.29,0.51,0.7,0.6,0.51,0.6,0.3,0.51,0.39,0.61,0.51,0.82,0.6,0.61,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News,None","Mostly intuition, some analysis","I based it on what I knew about the situations. If I didn't know anything about it at all, then I would look up details surrounding it. For the most part, though, I based it on how comfortable I'd be to answering yes/no to decide if it should go either above or below 50 and then how confident I was from there on.","132.9","Female","1994","Bachelor's degree","    Self-employed","98218283","Control"
"R_2QVOCcTuZXjZ31Q","other",2017-02-07,5471,30,23,23,3,1948.423,-1,-1,-1,-1,-1,-1,1,1,1,-1,3,NA,-2,2,NA,1,1,-1,-1,-1,-3,-1,-3,-4,-4,-1,"3117.193","Yes",244.191,0.6,0.77,0.65,0.34,0.85,0.69,1,0.4,0.45,0.34,0.15,0.68,0.89,0.3,0.76,0.84,0.34,0.18,0.28,0.01,0.7,0.9,0.11,0.19,"Neither good nor bad","Yes, I have tried forecasting events a few times","Yes, between six months and two years","Individually","10-30 min","News,Academic papers","Mostly intuition, some analysis","","50.389","Female","1986","Master's degree","    Employed for wages","61879316","Treatment"
"R_2QXuM8yuneBAQ69","other",2017-02-07,1567,25,10,20,20,537.956,2,-2,3,3,3,3,3,-1,-1,-4,3,-2,-2,-2,-3,-3,-3,-3,-3,-3,0,2,2,2,NA,NA,"243.641","",687.973,1,0.3,0.71,0.1,0.1,0.2,0.8,1,0.2,0.2,0.1,0.9,0.91,0.1,0.4,0.9,0.09,0.1,0,0.1,1,1,0.3,0.92,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","10-30 min","News,Reports of non-government organizations,Reports of governments and/or international organizations,Online databases / statistics","Mostly intuition, some analysis","","60.799","Male","1991","Master's degree","    A student","44834832","Control"
"R_2R8MKOoXAZZGBCa","uni",2017-02-12,217788,30,8,23,1,7829.178,1,-2,-1,-3,2,1,3,3,1,-3,4,1,-3,2,-1,2,-3,1,3,-3,-3,3,1,-1,-3,2,"456.067","Yes",114624.681,0.29,0.48,0.62,0.18,0.4,0.28,0.25,0.31,0.63,0.68,0.1,0.61,0.29,0.29,0.61,0.3,0.29,0.41,0.1,0.42,0.6,0.73,0.73,0.7,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","1 to 2 hours","News,Reports of non-government organizations,Reports of governments and/or international organizations","Mostly intuition, some analysis","","91.286","Female","1993","Bachelor's degree","    A student","44210779","Treatment"
"R_2riNNejT2pOHi6x","uni",2017-02-10,2908,30,25,NA,80,905.866,-1,-3,2,-3,2,1,3,1,2,-2,4,1,-2,3,3,3,-2,2,2,1,-2,1,-1,-1,-3,2,"347.152","",1464.576,0.2,0,0.4,0,0.62,0.24,0.76,0.65,0.24,0.53,0.09,0.71,0.72,0.3,0.56,0.62,0.35,0.62,0.13,0.08,0.35,0.73,0.57,0.25,"Slightly good","No, I never participated in any forecasting of events","None","Individually","30 min to 1 hour","News","Mostly intuition, some analysis","Mainly by searching on news websites and following my intuition","86.27","Female","1993","Bachelor's degree","    A student","10869007","Control"
"R_2rPBq3cEaUzMAQc","mturk",2017-02-06,678,25,50,45,10,341.921,1,1,1,1,-1,2,1,1,2,-1,2,1,2,2,2,-1,1,0,1,0,1,-1,2,1,1,0,"82.875","",89.379,0.71,0.6,0.7,0.71,0.68,0.74,0.7,0.7,0.67,0.65,0.69,0.72,0.69,0.69,0.69,0.63,0.56,0.57,0.6,0.59,0.62,0.58,0.66,0.66,"Slightly bad","Yes, I sometimes forecast events","None","Individually","10-30 min","News,Reports of non-government organizations,Online databases / statistics","Mostly intuition, some analysis","No, not at all the above statements are enough to get it. . .","83.128","Male","1990","Bachelor's degree","    Employed for wages","16088159","Control"
"R_2rwnevN1qXpXyWl","other",2017-02-06,2255,30,25,NA,50,1007.95,1,-1,1,-3,2,-1,3,2,3,-2,2,0,-3,1,-1,1,-3,-3,-3,-4,-2,2,1,-1,-2,2,"368.913","",372.163,0.2,0.3,0.1,0.6,0.05,0.6,0.93,0.71,0.2,0.3,0.05,0.4,0.8,0.05,0.1,0.7,0.1,0.3,0.17,0.07,0.45,0.23,0.1,0.05,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","10-30 min","None","Mostly intuition, some analysis","","66.562","Female","1992","Master's degree","    A student","23288466","Control"
"R_2S2lSNCnAT9rTVw","mturk",2017-02-07,1125,30,25,20,5,98.87,2,3,3,1,3,4,1,-2,1,-1,-1,0,-3,3,4,3,3,2,0,0,-2,-3,-3,-3,-4,-4,"320.181","Yes",260.424,0.8,0.3,0.19,0.75,0.2,0.3,0.85,0.3,0.6,0.1,0.25,0.7,0.8,0.14,0.31,0.75,0.2,0.4,0.4,0.9,0.3,0.91,0.4,0.3,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News","Mostly analysis, some intuition","Just my knowledge of the world","52.125","Male","1974","High school graduate (high school diploma or equivalent)","    Self-employed","33168220","Treatment"
"R_2SBRLXeFQ6YbT9p","mturk",2017-02-06,610,30,25,40,5,54.506,-3,-4,-4,-4,-4,-4,-4,4,4,2,4,4,0,0,0,0,-3,-3,-4,-4,2,3,3,3,0,4,"172","Yes",178.668,0.85,0.5,0.5,0.65,0.5,0.5,0.75,0.5,0.45,0.5,0.35,0.3,0.5,0.5,0.5,0.5,0.75,0.5,0.55,0.65,0.35,0.35,0.5,0.4,"Extremely bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","I tried using the inside/outside view method that was described to me in the study.","170.083","Male","1986","Some college/university but no degree","    Employed for wages","92446950","Treatment"
"R_2SqnMeyIwlMZhiX","mturk",2017-02-07,1796,30,10,23,0.16,516.361,-3,-4,-4,3,-4,-4,3,4,4,3,4,4,4,-3,-4,4,-4,1,2,0,4,4,4,4,4,4,"310.936","",749.816,0.68,0.75,0.65,0.18,0,0.25,0.14,0.81,0.16,0.07,0.09,0,0,0.03,0,0,0.74,0.1,0.2,0.1,0.07,0.53,0,0,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","About evenly intuition and analysis","I tried to picture similar events like it and how frequent it was, then I made a probability based on that.","135.054","Female","1998","High school graduate (high school diploma or equivalent)","    A student","37626867","Control"
"R_2TABoraSK6puhGo","mturk",2017-02-07,2132,30,25,20,50,109.931,-2,-3,-3,-3,-2,-4,-3,1,1,0,4,4,0,2,0,3,0,-3,1,-3,-3,-1,-3,2,-1,0,"809.53","Yes",1056.742,0.9,0.8,0.5,0.1,0.3,0.2,0.25,0.05,0.1,0.5,0.2,0.1,0.9,0.95,0.5,0.1,0.8,0.4,0.5,0.7,0.1,0.7,0.95,0.4,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly intuition, some analysis","I just made an educated guess based on my knowledge if each situation, and if I didn't know anything about the situation, I looked it up online to see what it meant. ","99.272","Male","1973","Some college/university but no degree","    Employed for wages","49311842","Treatment"
"R_2tamOHzuhleaxtS","mturk",2017-02-06,721,30,25,50,5,42.231,2,2,NA,2,1,3,2,2,2,3,2,3,2,2,2,3,2,1,3,2,2,1,3,2,3,3,"125.323","Yes",133.194,0.8,0.69,0.77,0.67,0.79,0.68,0.77,0.8,0.69,0.78,0.75,0.85,0.71,0.77,0.72,0.78,0.69,0.77,0.75,0.85,0.71,0.83,0.75,0.82,"Moderately good","Yes, I regularly forecast events","Yes, but less than six months","With one other person","30 min to 1 hour","Academic papers,Social media","Mostly analysis, some intuition","In virtually every decision they make, executives today consider some kind of forecast. Sound predictions of demands and trends are no longer luxury items, but a necessity, if managers are to cope with seasonality, sudden changes in demand levels, price-cutting maneuvers of the competition, strikes, and large swings of the economy. Forecasting can help them deal with these troubles; but it can help them more, the more they know about the general principles of forecasting, what it can and cannot do for them currently, and which techniques are suited to their needs of the moment. Here the authors try to explain the potential of forecasting to managers, focusing special attention on sales forecasting for products of Corning Glass Works as these have matured through the product life cycle. Also included is a rundown of forecasting techniques","80.831","Male","1982","Master's degree","    Self-employed","16024508","Treatment"
"R_2tsdhIAml9M4PQW","other",2017-02-11,56315,30,25,20,55,633.838,-3,2,-3,-2,-4,-4,3,4,3,-4,4,-1,-4,2,2,1,-4,-4,-3,-4,-3,-3,-4,-4,-3,3,"415.454","Yes",623.701,0.2,0.1,0,0.35,0.55,0.2,0.1,0.8,0.6,0.3,0.2,0.4,0.71,0.4,0.65,0.6,0,0.25,0,0.05,0.95,0.8,0.05,0.7,"Slightly good","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","10-30 min","None","About evenly intuition and analysis","","65.108","Other","1988","Master's degree","    Employed for wages","62305990","Treatment"
"R_2U5RPHw9yJk0UO2","mturk",2017-02-07,652,30,25,20,50,105.033,1,1,1,1,1,1,1,-1,-1,-1,1,-2,-1,3,3,3,2,2,2,0,-3,-3,-3,1,1,-1,"285.65","",99.445,0.87,0.7,0.34,0.31,0.27,0.87,0.63,0.81,0.19,0.61,0.51,0.83,0.51,0.95,0.95,0.7,0.2,0.18,0.01,0.47,0.51,0.76,0.57,0.81,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I guessed based on knowledge of current events and history.","36.282","Female","1983","Bachelor's degree","    Employed for wages","59696499","Control"
"R_2uHBhcR9IpVWWRH","uni",2017-02-10,6602,30,0.25,20,0.5,595.455,-2,-3,1,-1,4,0,3,3,4,-1,3,1,-4,2,4,2,-3,-3,1,0,NA,3,3,-2,-4,3,"1606.026","Yes",4166.49,0.01,0.24,0.1,0.05,0.03,0.2,0.99,0.07,0.2,0.55,0.02,0.4,0.2,0.05,0.4,0.7,0.8,0.7,0.35,0.25,0.71,0.7,0.25,0.07,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","1 to 2 hours","News,Reports of non-government organizations,Reports of governments and/or international organizations","About evenly intuition and analysis","1) Research the previous frequency of events and estimate how it has changed
2) Look at major events or announcements that may have an impact","170.224","Female","1994","Bachelor's degree","    A student","73101973","Treatment"
"R_2V3C9F5TH9Lthg7","other",2017-02-06,2272,30,25,20,50,600.602,-2,1,0,-2,1,-1,1,2,1,-2,1,-2,-2,1,1,1,-2,-2,1,-3,-2,2,2,0,-1,1,"413.97","",243.142,0.45,0.31,0.1,0.09,0.05,0,0.17,0.58,0.7,0.5,0.05,0.25,0.15,0.12,0.59,0.26,0,0.09,0,0,0.84,0.18,0.64,0.15,"Slightly good","Yes, I have tried forecasting events a few times","Yes, but less than six months","Individually","10-30 min","News,Reports of non-government organizations,Reports of governments and/or international organizations","Mostly intuition, some analysis","","48.737","Male","1989","Master's degree","    Employed for wages","3442120","Control"
"R_2VDztM1ZZrPd5pG","uni",2017-02-10,4585,30,17,23,4,2976.55,-2,-4,-2,-2,-2,-2,-4,4,4,-4,4,1,-4,3,-4,4,-4,-4,0,-4,-4,-2,-3,-4,-4,-1,"741.063","",466.556,1,0.8,0,0,0.6,0,0.81,0.9,0.9,0.1,0.2,0.86,0.1,0,0.92,0,0,1,0,0,1,1,0,0.5,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, but less than six months","With one other person","10-30 min","News,Online databases / statistics,Social media","Mostly intuition, some analysis","","253.275","Female","1990","Bachelor's degree","    A student","76610315","Control"
"R_2VPZdf6zmYDdQnv","mturk",2017-02-07,1050,20,40,11,5,104.434,3,4,4,4,4,4,4,-4,-4,2,NA,1,-3,3,4,4,3,4,-1,-4,2,1,2,NA,2,2,"248.51","Yes",373.727,0.71,0.1,0.2,0.03,0.08,0.54,0.66,1,0.05,0.1,0.38,0.77,0.3,1,0.68,0.21,0.9,0.2,0.12,0.21,0.71,0.65,0.64,0.08,"Moderately good","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","10-30 min","News","Mostly intuition, some analysis","My commonsense. I predicted Trump would win a year ago,and I predicted the Patriots would win the Superbowl in September 2016 with knowing Brady would miss the first 4 games do to suspension.","164.264","Male","1966","Bachelor's degree","    Employed for wages","12993","Treatment"
"R_2WT5bQM9VK8G1No","uni",2017-02-10,1255,30,25,20,0.04,312.575,1,1,-2,1,2,-4,1,-3,NA,-3,-2,-3,-2,-3,-3,-4,-4,-4,-4,-4,4,1,4,4,NA,3,"272.932","Yes",471.398,0,0.19,0,0.02,0.29,0,0.72,0.83,0.03,0.3,0,0.92,0.82,0.86,1,0.67,0,0.05,0.08,0,0.58,0.86,0.04,0.23,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","Online databases / statistics","About evenly intuition and analysis","If familiar with the conflict, I relied on my intuition and my memory to predict the probability. If the conflict was less known to me, I quick searched some statistics or pieces of information.","140.031","Male","1992","Bachelor's degree","    A student","85546399","Treatment"
"R_2XpTKLEspAfIZAu","other",2017-02-06,15597,30,25,NA,NA,523.579,-2,-2,1,-2,1,0,1,3,1,-2,3,1,NA,2,2,1,-2,-1,-1,0,-1,-1,1,-1,NA,-1,"351.065","",351.254,0.7,0,0.15,0.1,0.6,0.2,1,0.7,1,0.3,0,0.1,0.9,0.8,0.7,0.05,0.3,0.1,0.1,0,0.9,0.5,0.1,0.2,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","About evenly intuition and analysis","","68.506","Female","1991","Master's degree","    A student","94047219","Control"
"R_2xyIub0kZaijPqD","other",2017-02-07,2984,30,25,23,50,662.87,1,-1,NA,-1,3,1,1,1,1,-3,1,-2,-3,3,2,3,-3,-1,1,-1,-3,1,-1,-3,-3,-2,"488.927","Yes",1615.222,0.35,0.25,0.6,0.65,0.55,0.7,0.6,0.15,0.15,0.65,0.02,0.75,0.75,0.25,0.25,0.4,0.05,0.1,0.2,0.1,0.15,0.35,0.05,0.6,"Slightly good","Yes, I have tried forecasting events a few times","Yes, between six months and two years","Individually","10-30 min","News,Reports of non-government organizations,Reports of governments and/or international organizations,Online databases / statistics","Mostly analysis, some intuition","","116.016","Male","1990","Master's degree","    Employed for wages","95907134","Treatment"
"R_2YlwgGpVwm9qbqG","mturk",2017-02-07,1153,20,100,35,15,209.959,1,1,-2,2,2,2,3,-1,-1,2,2,-2,-2,2,1,1,1,1,2,1,1,-1,-1,1,1,1,"402.956","",827.909,0.89,0.89,0.73,0.74,0.74,0.37,0.36,0.39,0.79,0.76,0.69,0.72,0.66,0.66,0.35,0.77,0.71,0.67,0.35,0.38,0.79,0.74,0.72,0.72,"Slightly good","Yes, I have tried forecasting events a few times","Yes, between six months and two years","With one other person","10-30 min","Online databases / statistics","About evenly intuition and analysis","Using internet to gathering data.","104.759","Male","1989","Bachelor's degree","    Self-employed","82064884","Control"
"R_2yq45MRbN79q7dL","other",2017-02-10,1676,30,25,20,50,314.52,-1,-1,1,-4,-1,-1,1,1,-1,-2,4,1,-3,1,2,1,-4,-2,0,-3,-3,0,-2,-4,-4,-2,"578.415","Yes",578.921,0.23,0.1,0.28,0.2,0.1,0.6,0.15,0.45,0.8,0.28,0.14,0.66,0.8,0.15,0.16,0.65,0.05,0.65,0.15,0.15,0.16,0.36,0.13,0.2,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","no","86.174","Male","1985","Master's degree","    A student","75501188","Treatment"
"R_2YYy8xXMooI2dkj","uni",2017-02-11,57616,30,25,20,4,1245.662,1,1,2,-1,2,-2,1,-1,2,-3,1,-2,-3,1,2,1,-2,1,-1,-3,-2,-2,-3,2,-2,-1,"319.69","",454.865,0.81,0.29,0.7,0.19,0.6,0.81,0.39,0.4,0.93,0.29,0.3,0.39,0.39,0.71,0.9,0.92,0.18,0.1,0.2,0.79,0.8,0.91,0.09,0.61,"Slightly good","No, I never participated in any forecasting of events","None","Individually","30 min to 1 hour","News","Mostly intuition, some analysis","","52.347","Female","1994","Bachelor's degree","    A student","2885177","Control"
"R_305J7PBU44tELez","uni",2017-02-12,1022,25,20,24,80,269.921,-1,-1,-4,1,1,-2,1,2,3,-1,4,NA,-3,2,2,3,3,-1,-1,-1,-2,-4,-1,-1,-2,-1,"271.341","Yes",333.677,0.61,0.62,0.41,0.61,0.31,0.6,0.57,0.81,0.19,0.59,0.08,0.82,1,0.2,0.7,0.71,0.6,0.62,0.21,0.08,0.75,0.6,0.29,0.41,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Academic papers,Reports of non-government organizations","About evenly intuition and analysis","no specific method","74.563","Male","1992","Bachelor's degree","    A student","94328172","Treatment"
"R_30i7A75pLRKLBVr","other",2017-02-06,1437,30,25,23,NA,254.056,-1,-3,-1,-2,1,-4,2,3,-2,-4,4,3,-2,-3,1,-3,-4,-1,-4,-4,-4,1,1,2,-4,4,"589.768","",469.731,0,0,0.7,0,0.8,0.7,1,1,0.7,0.27,0.15,0.65,1,0.07,1,0.78,0,0.35,0.23,0.66,0.45,1,0.35,0.83,"Moderately good","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","Less than 10 min","News,Social media","Mostly intuition, some analysis","Intuition by reading recent news.","77.287","Male","1992","Bachelor's degree","    A student","58662336","Control"
"R_30quWqrBrUnI0hv","uni",2017-02-11,177426,30,25,20,20,489.685,-1,-1,2,-1,-1,-1,2,3,2,-3,1,-1,-3,-3,-2,-2,-3,-3,-3,-3,3,3,-2,2,-3,2,"653.818","",2274.484,0.2,0.3,0.4,0.07,0.6,0.18,0.73,0.13,0.07,0.75,0.81,0.74,0.72,0.15,0.76,0.2,0.16,0.05,0.05,0.15,0.82,0.86,0.71,0.4,"Slightly bad","No, I never participated in any forecasting of events","None","With more than one other person","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations,Peers and friends,Social media","About evenly intuition and analysis","","135.63","Female","1991","Bachelor's degree","    A student","23723444","Control"
"R_31gWWPQIY04w0q1","mturk",2017-02-07,1838,30,25,20,50,145.062,3,4,4,4,4,4,4,-4,-4,-4,-4,-4,-4,3,4,2,-1,2,4,-1,-3,-2,-3,2,-3,-4,"218.806","Yes",1352.492,0.81,0.95,0.14,0.67,0.4,0.87,0.7,0.31,0.65,0.81,0.5,0.65,0.19,1,0.3,0.05,0.83,0.29,0.65,0.91,0.64,0.29,0.69,0.34,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","answered according to my recollection of news i have read recently","75.902","Female","1978","High school graduate (high school diploma or equivalent)","    Employed for wages","58318618","Treatment"
"R_31mIbNR5kFFk1dQ","mturk",2017-02-06,1017,30,25,23,50,174.953,-1,-3,-1,-4,-1,-2,-1,1,1,0,2,0,-1,3,3,2,1,0,-1,3,-2,-3,-1,-3,-4,-4,"304.441","Yes",300.051,0.8,0.65,0.7,0.3,0.55,0.4,0.75,0.95,0.2,0.55,0.15,0.1,0.45,0.65,0.35,0.65,0.55,0.35,0.6,0.3,0.35,0.35,0.6,0.4,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I solely depended on my intuition and knowledge about the issues.  Although I'm certainly no expert, I do keep a very close eye on international affairs and American politics.  I think that my answers will be surprisingly accurate, but not spot-on.","154.668","Male","1964","Bachelor's degree","    Self-employed","5434186","Treatment"
"R_32JcYKAZAkM7JsV","uni",2017-02-12,21317,30,NA,NA,0.08,2967.024,-2,-2,-3,-1,0,-4,1,2,0,-3,2,0,-2,2,1,-2,-4,-4,-1,-2,-2,0,-1,2,2,1,"1186.041","",1865.007,0.66,0.76,0.43,0.3,0.5,0.62,0.75,0.69,0.72,0.51,0.32,0.74,0.76,0.63,0.32,0.32,0.23,0.28,0.09,0.62,0.64,0.67,0.71,0.43,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Academic papers","Mostly intuition, some analysis","","185.176","Male","19.061990","Bachelor's degree","    A student","5913309","Control"
"R_33egZlVuxk7Nacn","other",2017-02-06,1391,30,40,20,50,402.055,-3,-4,-4,-4,-2,-4,-4,4,4,-4,4,4,-4,-2,-3,-3,-4,-4,-4,-4,-3,1,4,-2,-4,4,"408.419","Yes",404.681,0.05,0.55,0.3,0.2,0.6,0.05,0.6,0.4,0.6,0.6,0.7,0.8,0.7,0.6,0.7,0.7,0.1,0.1,0,0,1,0.7,0.5,0.6,"Moderately good","Yes, I sometimes forecast events","None","Individually","Less than 10 min","News,Reports of non-government organizations,Reports of governments and/or international organizations,Online databases / statistics,Peers and friends","Mostly analysis, some intuition","","88.558","Male","1964","Some college/university but no degree","    Self-employed","30319333","Treatment"
